Chromosome,Chr_Position,,
Ca21chr4_C_albicans_SC5314,1353296,2498,
Ca21chr4_C_albicans_SC5314,1355794,27,
Ca21chr4_C_albicans_SC5314,1355821,5507,
Ca21chr4_C_albicans_SC5314,1361328,3646,
Ca21chr4_C_albicans_SC5314,1364974,490,
Ca21chr4_C_albicans_SC5314,1365464,77,
Ca21chr4_C_albicans_SC5314,1365541,1822,
Ca21chr4_C_albicans_SC5314,1367363,103,
Ca21chr4_C_albicans_SC5314,1367466,469,
Ca21chr4_C_albicans_SC5314,1367935,38,
Ca21chr4_C_albicans_SC5314,1367973,138,
Ca21chr4_C_albicans_SC5314,1368111,491,
Ca21chr4_C_albicans_SC5314,1368602,374,
Ca21chr4_C_albicans_SC5314,1368976,7483,
Ca21chr4_C_albicans_SC5314,1376459,36,
Ca21chr4_C_albicans_SC5314,1376495,219,
Ca21chr4_C_albicans_SC5314,1376714,657,
Ca21chr4_C_albicans_SC5314,1377371,102,
Ca21chr4_C_albicans_SC5314,1377473,2574,
Ca21chr4_C_albicans_SC5314,1380047,3186,
Ca21chr4_C_albicans_SC5314,1383233,8005,
Ca21chr4_C_albicans_SC5314,1391238,2694,
Ca21chr4_C_albicans_SC5314,1393932,78,
Ca21chr4_C_albicans_SC5314,1394010,65,
Ca21chr4_C_albicans_SC5314,1394075,468,
Ca21chr4_C_albicans_SC5314,1394543,396,
Ca21chr4_C_albicans_SC5314,1394939,396,
Ca21chr4_C_albicans_SC5314,1395335,744,
Ca21chr4_C_albicans_SC5314,1396079,570,
Ca21chr4_C_albicans_SC5314,1396649,885,
Ca21chr4_C_albicans_SC5314,1397534,699,
Ca21chr4_C_albicans_SC5314,1398233,4446,
Ca21chr4_C_albicans_SC5314,1402679,438,
Ca21chr4_C_albicans_SC5314,1403117,1766,
Ca21chr4_C_albicans_SC5314,1404883,1522,
Ca21chr4_C_albicans_SC5314,1406405,729,
Ca21chr4_C_albicans_SC5314,1407134,634,
Ca21chr4_C_albicans_SC5314,1407768,541,
Ca21chr4_C_albicans_SC5314,1408309,311,
Ca21chr4_C_albicans_SC5314,1408620,168,
Ca21chr4_C_albicans_SC5314,1408788,861,
Ca21chr4_C_albicans_SC5314,1409649,1833,
Ca21chr4_C_albicans_SC5314,1411482,945,
Ca21chr4_C_albicans_SC5314,1412427,27,
Ca21chr4_C_albicans_SC5314,1412454,1715,
Ca21chr4_C_albicans_SC5314,1414169,156,
Ca21chr4_C_albicans_SC5314,1414325,4751,
Ca21chr4_C_albicans_SC5314,1419076,3,
Ca21chr4_C_albicans_SC5314,1419079,205,
Ca21chr4_C_albicans_SC5314,1419284,2632,
Ca21chr4_C_albicans_SC5314,1421916,342,
Ca21chr4_C_albicans_SC5314,1422258,63,
Ca21chr4_C_albicans_SC5314,1422321,766,
Ca21chr4_C_albicans_SC5314,1423087,528,
Ca21chr4_C_albicans_SC5314,1423615,884,
Ca21chr4_C_albicans_SC5314,1424499,19,
Ca21chr4_C_albicans_SC5314,1424518,97,
Ca21chr4_C_albicans_SC5314,1424615,810,
Ca21chr4_C_albicans_SC5314,1425425,756,
Ca21chr4_C_albicans_SC5314,1426181,94,
Ca21chr4_C_albicans_SC5314,1426275,32,
Ca21chr4_C_albicans_SC5314,1426307,983,
Ca21chr4_C_albicans_SC5314,1427290,1109,
Ca21chr4_C_albicans_SC5314,1428399,80,
Ca21chr4_C_albicans_SC5314,1428479,1115,
Ca21chr4_C_albicans_SC5314,1429594,154,
Ca21chr4_C_albicans_SC5314,1429748,39,
Ca21chr4_C_albicans_SC5314,1429787,727,
Ca21chr4_C_albicans_SC5314,1430514,116,
Ca21chr4_C_albicans_SC5314,1430630,309,
Ca21chr4_C_albicans_SC5314,1430939,551,
Ca21chr4_C_albicans_SC5314,1431490,1619,
Ca21chr4_C_albicans_SC5314,1433109,521,
Ca21chr4_C_albicans_SC5314,1433630,504,
Ca21chr4_C_albicans_SC5314,1434134,4224,
Ca21chr4_C_albicans_SC5314,1438358,6,
Ca21chr4_C_albicans_SC5314,1438364,117,
Ca21chr4_C_albicans_SC5314,1438481,1197,
Ca21chr4_C_albicans_SC5314,1439678,5076,
Ca21chr4_C_albicans_SC5314,1444754,2903,
Ca21chr4_C_albicans_SC5314,1447657,1161,
Ca21chr4_C_albicans_SC5314,1448818,515,
Ca21chr4_C_albicans_SC5314,1449333,2837,
Ca21chr4_C_albicans_SC5314,1452170,2225,
Ca21chr4_C_albicans_SC5314,1454395,815,
Ca21chr4_C_albicans_SC5314,1455210,50,
Ca21chr4_C_albicans_SC5314,1455260,65,
Ca21chr4_C_albicans_SC5314,1455325,564,
Ca21chr4_C_albicans_SC5314,1455889,1971,
Ca21chr4_C_albicans_SC5314,1457860,2693,
Ca21chr4_C_albicans_SC5314,1460553,585,
Ca21chr4_C_albicans_SC5314,1461138,731,
Ca21chr4_C_albicans_SC5314,1461869,1856,
Ca21chr4_C_albicans_SC5314,1463725,154,
Ca21chr4_C_albicans_SC5314,1463879,317,
Ca21chr4_C_albicans_SC5314,1464196,793,
Ca21chr4_C_albicans_SC5314,1464989,1162,
Ca21chr4_C_albicans_SC5314,1466151,408,
Ca21chr4_C_albicans_SC5314,1466559,381,
Ca21chr4_C_albicans_SC5314,1466940,7,
Ca21chr4_C_albicans_SC5314,1466947,1017,
Ca21chr4_C_albicans_SC5314,1467964,985,
Ca21chr4_C_albicans_SC5314,1468949,234,
Ca21chr4_C_albicans_SC5314,1469183,237,
Ca21chr4_C_albicans_SC5314,1469420,129,
Ca21chr4_C_albicans_SC5314,1469549,3,
Ca21chr4_C_albicans_SC5314,1469552,807,
Ca21chr4_C_albicans_SC5314,1470359,1605,
Ca21chr4_C_albicans_SC5314,1471964,156,
Ca21chr4_C_albicans_SC5314,1472120,178,
Ca21chr4_C_albicans_SC5314,1472298,364,
Ca21chr4_C_albicans_SC5314,1472662,808,
Ca21chr4_C_albicans_SC5314,1473470,629,
Ca21chr4_C_albicans_SC5314,1474099,32,
Ca21chr4_C_albicans_SC5314,1474131,4835,
Ca21chr4_C_albicans_SC5314,1478966,93,
Ca21chr4_C_albicans_SC5314,1479059,1313,
Ca21chr4_C_albicans_SC5314,1480372,1414,
Ca21chr4_C_albicans_SC5314,1481786,122,
Ca21chr4_C_albicans_SC5314,1481908,2326,
Ca21chr4_C_albicans_SC5314,1484234,921,
Ca21chr4_C_albicans_SC5314,1485155,27,
Ca21chr4_C_albicans_SC5314,1485182,651,
Ca21chr4_C_albicans_SC5314,1485833,3339,
Ca21chr4_C_albicans_SC5314,1489172,1154,
Ca21chr4_C_albicans_SC5314,1490326,240,
Ca21chr4_C_albicans_SC5314,1490566,801,
Ca21chr4_C_albicans_SC5314,1491367,96,
Ca21chr4_C_albicans_SC5314,1491463,228,
Ca21chr4_C_albicans_SC5314,1491691,87,
Ca21chr4_C_albicans_SC5314,1491778,2791,
Ca21chr4_C_albicans_SC5314,1494569,2298,
Ca21chr4_C_albicans_SC5314,1496867,208,
Ca21chr4_C_albicans_SC5314,1497075,541,
Ca21chr4_C_albicans_SC5314,1497616,8,
Ca21chr4_C_albicans_SC5314,1497624,496,
Ca21chr4_C_albicans_SC5314,1498120,2105,
Ca21chr4_C_albicans_SC5314,1500225,117,
Ca21chr4_C_albicans_SC5314,1500342,832,
Ca21chr4_C_albicans_SC5314,1501174,881,
Ca21chr4_C_albicans_SC5314,1502055,73,
Ca21chr4_C_albicans_SC5314,1502128,1383,
Ca21chr4_C_albicans_SC5314,1503511,645,
Ca21chr4_C_albicans_SC5314,1504156,100,
Ca21chr4_C_albicans_SC5314,1504256,33,
Ca21chr4_C_albicans_SC5314,1504289,475,
Ca21chr4_C_albicans_SC5314,1504764,106,
Ca21chr4_C_albicans_SC5314,1504870,1126,
Ca21chr4_C_albicans_SC5314,1505996,209,
Ca21chr4_C_albicans_SC5314,1506205,215,
Ca21chr4_C_albicans_SC5314,1506420,103,
Ca21chr4_C_albicans_SC5314,1506523,598,
Ca21chr4_C_albicans_SC5314,1507121,2016,
Ca21chr4_C_albicans_SC5314,1509137,179,
Ca21chr4_C_albicans_SC5314,1509316,1765,
Ca21chr4_C_albicans_SC5314,1511081,3,
Ca21chr4_C_albicans_SC5314,1511084,66,
Ca21chr4_C_albicans_SC5314,1511150,1004,
Ca21chr4_C_albicans_SC5314,1512154,30,
Ca21chr4_C_albicans_SC5314,1512184,40,
Ca21chr4_C_albicans_SC5314,1512224,8439,
Ca21chr4_C_albicans_SC5314,1520663,118,
Ca21chr4_C_albicans_SC5314,1520781,2124,
Ca21chr4_C_albicans_SC5314,1522905,257,
Ca21chr4_C_albicans_SC5314,1523162,191,
Ca21chr4_C_albicans_SC5314,1523353,155,
Ca21chr4_C_albicans_SC5314,1523508,358,
Ca21chr4_C_albicans_SC5314,1523866,681,
Ca21chr4_C_albicans_SC5314,1524547,350,
Ca21chr4_C_albicans_SC5314,1524897,6518,
Ca21chr4_C_albicans_SC5314,1531415,1102,
Ca21chr4_C_albicans_SC5314,1532517,185,
Ca21chr4_C_albicans_SC5314,1532702,14,
Ca21chr4_C_albicans_SC5314,1532716,364,
Ca21chr4_C_albicans_SC5314,1533080,231,
Ca21chr4_C_albicans_SC5314,1533311,120,
Ca21chr4_C_albicans_SC5314,1533431,1288,
Ca21chr4_C_albicans_SC5314,1534719,338,
Ca21chr4_C_albicans_SC5314,1535057,91,
Ca21chr4_C_albicans_SC5314,1535148,1726,
Ca21chr4_C_albicans_SC5314,1536874,1065,
Ca21chr4_C_albicans_SC5314,1537939,1198,
Ca21chr4_C_albicans_SC5314,1539137,479,
Ca21chr4_C_albicans_SC5314,1539616,758,
Ca21chr4_C_albicans_SC5314,1540374,273,
Ca21chr4_C_albicans_SC5314,1540647,1,
Ca21chr4_C_albicans_SC5314,1540648,102,
Ca21chr4_C_albicans_SC5314,1540750,90,
Ca21chr4_C_albicans_SC5314,1540840,88,
Ca21chr4_C_albicans_SC5314,1540928,3,
Ca21chr4_C_albicans_SC5314,1540931,13121,
Ca21chr4_C_albicans_SC5314,1554052,2927,
Ca21chr4_C_albicans_SC5314,1556979,315,
Ca21chr4_C_albicans_SC5314,1557294,282,
Ca21chr4_C_albicans_SC5314,1557576,557,
Ca21chr4_C_albicans_SC5314,1558133,246,
Ca21chr4_C_albicans_SC5314,1558379,427,
Ca21chr4_C_albicans_SC5314,1558806,980,
Ca21chr4_C_albicans_SC5314,1559786,5689,
Ca21chr4_C_albicans_SC5314,1565475,2082,
Ca21chr4_C_albicans_SC5314,1567557,1459,
Ca21chr4_C_albicans_SC5314,1569016,126,
Ca21chr4_C_albicans_SC5314,1569142,263,
Ca21chr4_C_albicans_SC5314,1569405,82,
Ca21chr4_C_albicans_SC5314,1569487,254,
Ca21chr4_C_albicans_SC5314,1569741,73,
Ca21chr4_C_albicans_SC5314,1569814,478,
Ca21chr4_C_albicans_SC5314,1570292,219,
Ca21chr4_C_albicans_SC5314,1570511,2836,
Ca21chr4_C_albicans_SC5314,1573347,666,
Ca21chr4_C_albicans_SC5314,1574013,167,
Ca21chr4_C_albicans_SC5314,1574180,616,
Ca21chr4_C_albicans_SC5314,1574796,87,
Ca21chr4_C_albicans_SC5314,1574883,375,
Ca21chr4_C_albicans_SC5314,1575258,1506,
Ca21chr4_C_albicans_SC5314,1576764,99,
Ca21chr4_C_albicans_SC5314,1576863,204,
Ca21chr4_C_albicans_SC5314,1577067,15,
Ca21chr4_C_albicans_SC5314,1577082,4518,
Ca21chr4_C_albicans_SC5314,1581600,601,
Ca21chr4_C_albicans_SC5314,1582201,73,
Ca21chr4_C_albicans_SC5314,1582274,11,
Ca21chr4_C_albicans_SC5314,1582285,2332,
Ca21chr4_C_albicans_SC5314,1584617,965,
Ca21chr4_C_albicans_SC5314,1585582,282,
Ca21chr4_C_albicans_SC5314,1585864,1780,
Ca21chr4_C_albicans_SC5314,1587644,2484,
Ca21chr4_C_albicans_SC5314,1590128,2,
Ca21chr4_C_albicans_SC5314,1590130,150,
Ca21chr4_C_albicans_SC5314,1590280,27,
Ca21chr4_C_albicans_SC5314,1590307,2201,
Ca21chr4_C_albicans_SC5314,1592508,174,
Ca21chr4_C_albicans_SC5314,1592682,483,
Ca21chr4_C_albicans_SC5314,1593165,123,
Ca21chr4_C_albicans_SC5314,1593288,1185,
Ca21chr4_C_albicans_SC5314,1594473,790,
Ca21chr4_C_albicans_SC5314,1595263,1185,
Ca21chr4_C_albicans_SC5314,1596448,3,
Ca21chr4_C_albicans_SC5314,1596451,244,
Ca21chr4_C_albicans_SC5314,1596695,,915.0619977
,,,
Ca21chr5_C_albicans_SC5314,4067,21,
Ca21chr5_C_albicans_SC5314,4088,75,
Ca21chr5_C_albicans_SC5314,4163,12,
Ca21chr5_C_albicans_SC5314,4175,393,
Ca21chr5_C_albicans_SC5314,4568,478,
Ca21chr5_C_albicans_SC5314,5046,242,
Ca21chr5_C_albicans_SC5314,5288,108,
Ca21chr5_C_albicans_SC5314,5396,164,
Ca21chr5_C_albicans_SC5314,5560,197,
Ca21chr5_C_albicans_SC5314,5757,144,
Ca21chr5_C_albicans_SC5314,5901,324,
Ca21chr5_C_albicans_SC5314,6225,162,
Ca21chr5_C_albicans_SC5314,6387,645,
Ca21chr5_C_albicans_SC5314,7032,30,
Ca21chr5_C_albicans_SC5314,7062,603,
Ca21chr5_C_albicans_SC5314,7665,42,
Ca21chr5_C_albicans_SC5314,7707,726,
Ca21chr5_C_albicans_SC5314,8433,689,
Ca21chr5_C_albicans_SC5314,9122,57,
Ca21chr5_C_albicans_SC5314,9179,1689,
Ca21chr5_C_albicans_SC5314,10868,54,
Ca21chr5_C_albicans_SC5314,10922,307,
Ca21chr5_C_albicans_SC5314,11229,435,
Ca21chr5_C_albicans_SC5314,11664,136,
Ca21chr5_C_albicans_SC5314,11800,5,
Ca21chr5_C_albicans_SC5314,11805,146,
Ca21chr5_C_albicans_SC5314,11951,927,
Ca21chr5_C_albicans_SC5314,12878,519,
Ca21chr5_C_albicans_SC5314,13397,585,
Ca21chr5_C_albicans_SC5314,13982,1887,
Ca21chr5_C_albicans_SC5314,15869,45,
Ca21chr5_C_albicans_SC5314,15914,219,
Ca21chr5_C_albicans_SC5314,16133,29,
Ca21chr5_C_albicans_SC5314,16162,1478,
Ca21chr5_C_albicans_SC5314,17640,413,
Ca21chr5_C_albicans_SC5314,18053,115,
Ca21chr5_C_albicans_SC5314,18168,17,
Ca21chr5_C_albicans_SC5314,18185,331,
Ca21chr5_C_albicans_SC5314,18516,90,
Ca21chr5_C_albicans_SC5314,18606,605,
Ca21chr5_C_albicans_SC5314,19211,450,
Ca21chr5_C_albicans_SC5314,19661,141,
Ca21chr5_C_albicans_SC5314,19802,249,
Ca21chr5_C_albicans_SC5314,20051,763,
Ca21chr5_C_albicans_SC5314,20814,497,
Ca21chr5_C_albicans_SC5314,21311,63,
Ca21chr5_C_albicans_SC5314,21374,384,
Ca21chr5_C_albicans_SC5314,21758,636,
Ca21chr5_C_albicans_SC5314,22394,69,
Ca21chr5_C_albicans_SC5314,22463,858,
Ca21chr5_C_albicans_SC5314,23321,479,
Ca21chr5_C_albicans_SC5314,23800,33,
Ca21chr5_C_albicans_SC5314,23833,1356,
Ca21chr5_C_albicans_SC5314,25189,1994,
Ca21chr5_C_albicans_SC5314,27183,478,
Ca21chr5_C_albicans_SC5314,27661,1485,
Ca21chr5_C_albicans_SC5314,29146,510,
Ca21chr5_C_albicans_SC5314,29656,271,
Ca21chr5_C_albicans_SC5314,29927,167,
Ca21chr5_C_albicans_SC5314,30094,680,
Ca21chr5_C_albicans_SC5314,30774,549,
Ca21chr5_C_albicans_SC5314,31323,669,
Ca21chr5_C_albicans_SC5314,31992,651,
Ca21chr5_C_albicans_SC5314,32643,288,
Ca21chr5_C_albicans_SC5314,32931,881,
Ca21chr5_C_albicans_SC5314,33812,774,
Ca21chr5_C_albicans_SC5314,34586,381,
Ca21chr5_C_albicans_SC5314,34967,1814,
Ca21chr5_C_albicans_SC5314,36781,4,
Ca21chr5_C_albicans_SC5314,36785,98,
Ca21chr5_C_albicans_SC5314,36883,33,
Ca21chr5_C_albicans_SC5314,36916,121,
Ca21chr5_C_albicans_SC5314,37037,14,
Ca21chr5_C_albicans_SC5314,37051,33,
Ca21chr5_C_albicans_SC5314,37084,1158,
Ca21chr5_C_albicans_SC5314,38242,216,
Ca21chr5_C_albicans_SC5314,38458,273,
Ca21chr5_C_albicans_SC5314,38731,144,
Ca21chr5_C_albicans_SC5314,38875,72,
Ca21chr5_C_albicans_SC5314,38947,578,
Ca21chr5_C_albicans_SC5314,39525,227,
Ca21chr5_C_albicans_SC5314,39752,39,
Ca21chr5_C_albicans_SC5314,39791,363,
Ca21chr5_C_albicans_SC5314,40154,377,
Ca21chr5_C_albicans_SC5314,40531,15,
Ca21chr5_C_albicans_SC5314,40546,490,
Ca21chr5_C_albicans_SC5314,41036,388,
Ca21chr5_C_albicans_SC5314,41424,2164,
Ca21chr5_C_albicans_SC5314,43588,348,
Ca21chr5_C_albicans_SC5314,43936,186,
Ca21chr5_C_albicans_SC5314,44122,219,
Ca21chr5_C_albicans_SC5314,44341,548,
Ca21chr5_C_albicans_SC5314,44889,534,
Ca21chr5_C_albicans_SC5314,45423,155,
Ca21chr5_C_albicans_SC5314,45578,398,
Ca21chr5_C_albicans_SC5314,45976,797,
Ca21chr5_C_albicans_SC5314,46773,234,
Ca21chr5_C_albicans_SC5314,47007,280,
Ca21chr5_C_albicans_SC5314,47287,89,
Ca21chr5_C_albicans_SC5314,47376,376,
Ca21chr5_C_albicans_SC5314,47752,3353,
Ca21chr5_C_albicans_SC5314,51105,4294,
Ca21chr5_C_albicans_SC5314,55399,2083,
Ca21chr5_C_albicans_SC5314,57482,200,
Ca21chr5_C_albicans_SC5314,57682,153,
Ca21chr5_C_albicans_SC5314,57835,758,
Ca21chr5_C_albicans_SC5314,58593,49,
Ca21chr5_C_albicans_SC5314,58642,6,
Ca21chr5_C_albicans_SC5314,58648,69,
Ca21chr5_C_albicans_SC5314,58717,495,
Ca21chr5_C_albicans_SC5314,59212,1,
Ca21chr5_C_albicans_SC5314,59213,260,
Ca21chr5_C_albicans_SC5314,59473,78,
Ca21chr5_C_albicans_SC5314,59551,1804,
Ca21chr5_C_albicans_SC5314,61355,1754,
Ca21chr5_C_albicans_SC5314,63109,282,
Ca21chr5_C_albicans_SC5314,63391,503,
Ca21chr5_C_albicans_SC5314,63894,711,
Ca21chr5_C_albicans_SC5314,64605,71,
Ca21chr5_C_albicans_SC5314,64676,288,
Ca21chr5_C_albicans_SC5314,64964,34,
Ca21chr5_C_albicans_SC5314,64998,548,
Ca21chr5_C_albicans_SC5314,65546,117,
Ca21chr5_C_albicans_SC5314,65663,288,
Ca21chr5_C_albicans_SC5314,65951,982,
Ca21chr5_C_albicans_SC5314,66933,62,
Ca21chr5_C_albicans_SC5314,66995,98,
Ca21chr5_C_albicans_SC5314,67093,590,
Ca21chr5_C_albicans_SC5314,67683,1300,
Ca21chr5_C_albicans_SC5314,68983,141,
Ca21chr5_C_albicans_SC5314,69124,243,
Ca21chr5_C_albicans_SC5314,69367,155,
Ca21chr5_C_albicans_SC5314,69522,751,
Ca21chr5_C_albicans_SC5314,70273,1338,
Ca21chr5_C_albicans_SC5314,71611,1121,
Ca21chr5_C_albicans_SC5314,72732,636,
Ca21chr5_C_albicans_SC5314,73368,49,
Ca21chr5_C_albicans_SC5314,73417,106,
Ca21chr5_C_albicans_SC5314,73523,930,
Ca21chr5_C_albicans_SC5314,74453,2393,
Ca21chr5_C_albicans_SC5314,76846,880,
Ca21chr5_C_albicans_SC5314,77726,2050,
Ca21chr5_C_albicans_SC5314,79776,309,
Ca21chr5_C_albicans_SC5314,80085,767,
Ca21chr5_C_albicans_SC5314,80852,20,
Ca21chr5_C_albicans_SC5314,80872,628,
Ca21chr5_C_albicans_SC5314,81500,14,
Ca21chr5_C_albicans_SC5314,81514,48,
Ca21chr5_C_albicans_SC5314,81562,57,
Ca21chr5_C_albicans_SC5314,81619,813,
Ca21chr5_C_albicans_SC5314,82432,1302,
Ca21chr5_C_albicans_SC5314,83734,73,
Ca21chr5_C_albicans_SC5314,83807,443,
Ca21chr5_C_albicans_SC5314,84250,632,
Ca21chr5_C_albicans_SC5314,84882,38,
Ca21chr5_C_albicans_SC5314,84920,155,
Ca21chr5_C_albicans_SC5314,85075,344,
Ca21chr5_C_albicans_SC5314,85419,336,
Ca21chr5_C_albicans_SC5314,85755,169,
Ca21chr5_C_albicans_SC5314,85924,119,
Ca21chr5_C_albicans_SC5314,86043,274,
Ca21chr5_C_albicans_SC5314,86317,643,
Ca21chr5_C_albicans_SC5314,86960,2554,
Ca21chr5_C_albicans_SC5314,89514,246,
Ca21chr5_C_albicans_SC5314,89760,26,
Ca21chr5_C_albicans_SC5314,89786,374,
Ca21chr5_C_albicans_SC5314,90160,132,
Ca21chr5_C_albicans_SC5314,90292,328,
Ca21chr5_C_albicans_SC5314,90620,367,
Ca21chr5_C_albicans_SC5314,90987,169,
Ca21chr5_C_albicans_SC5314,91156,1170,
Ca21chr5_C_albicans_SC5314,92326,1109,
Ca21chr5_C_albicans_SC5314,93435,1400,
Ca21chr5_C_albicans_SC5314,94835,453,
Ca21chr5_C_albicans_SC5314,95288,636,
Ca21chr5_C_albicans_SC5314,95924,507,
Ca21chr5_C_albicans_SC5314,96431,270,
Ca21chr5_C_albicans_SC5314,96701,51,
Ca21chr5_C_albicans_SC5314,96752,798,
Ca21chr5_C_albicans_SC5314,97550,297,
Ca21chr5_C_albicans_SC5314,97847,24,
Ca21chr5_C_albicans_SC5314,97871,123,
Ca21chr5_C_albicans_SC5314,97994,134,
Ca21chr5_C_albicans_SC5314,98128,17,
Ca21chr5_C_albicans_SC5314,98145,42,
Ca21chr5_C_albicans_SC5314,98187,593,
Ca21chr5_C_albicans_SC5314,98780,1325,
Ca21chr5_C_albicans_SC5314,100105,219,
Ca21chr5_C_albicans_SC5314,100324,42,
Ca21chr5_C_albicans_SC5314,100366,155,
Ca21chr5_C_albicans_SC5314,100521,159,
Ca21chr5_C_albicans_SC5314,100680,31,
Ca21chr5_C_albicans_SC5314,100711,49,
Ca21chr5_C_albicans_SC5314,100760,558,
Ca21chr5_C_albicans_SC5314,101318,776,
Ca21chr5_C_albicans_SC5314,102094,1480,
Ca21chr5_C_albicans_SC5314,103574,637,
Ca21chr5_C_albicans_SC5314,104211,101,
Ca21chr5_C_albicans_SC5314,104312,175,
Ca21chr5_C_albicans_SC5314,104487,13,
Ca21chr5_C_albicans_SC5314,104500,325,
Ca21chr5_C_albicans_SC5314,104825,645,
Ca21chr5_C_albicans_SC5314,105470,665,
Ca21chr5_C_albicans_SC5314,106135,468,
Ca21chr5_C_albicans_SC5314,106603,3,
Ca21chr5_C_albicans_SC5314,106606,55,
Ca21chr5_C_albicans_SC5314,106661,50,
Ca21chr5_C_albicans_SC5314,106711,10,
Ca21chr5_C_albicans_SC5314,106721,1142,
Ca21chr5_C_albicans_SC5314,107863,98,
Ca21chr5_C_albicans_SC5314,107961,917,
Ca21chr5_C_albicans_SC5314,108878,46,
Ca21chr5_C_albicans_SC5314,108924,2262,
Ca21chr5_C_albicans_SC5314,111186,295,
Ca21chr5_C_albicans_SC5314,111481,144,
Ca21chr5_C_albicans_SC5314,111625,460,
Ca21chr5_C_albicans_SC5314,112085,1007,
Ca21chr5_C_albicans_SC5314,113092,32,
Ca21chr5_C_albicans_SC5314,113124,1491,
Ca21chr5_C_albicans_SC5314,114615,287,
Ca21chr5_C_albicans_SC5314,114902,565,
Ca21chr5_C_albicans_SC5314,115467,949,
Ca21chr5_C_albicans_SC5314,116416,635,
Ca21chr5_C_albicans_SC5314,117051,46,
Ca21chr5_C_albicans_SC5314,117097,221,
Ca21chr5_C_albicans_SC5314,117318,102,
Ca21chr5_C_albicans_SC5314,117420,1009,
Ca21chr5_C_albicans_SC5314,118429,75,
Ca21chr5_C_albicans_SC5314,118504,2112,
Ca21chr5_C_albicans_SC5314,120616,4,
Ca21chr5_C_albicans_SC5314,120620,750,
Ca21chr5_C_albicans_SC5314,121370,156,
Ca21chr5_C_albicans_SC5314,121526,359,
Ca21chr5_C_albicans_SC5314,121885,597,
Ca21chr5_C_albicans_SC5314,122482,2215,
Ca21chr5_C_albicans_SC5314,124697,243,
Ca21chr5_C_albicans_SC5314,124940,477,
Ca21chr5_C_albicans_SC5314,125417,1089,
Ca21chr5_C_albicans_SC5314,126506,45,
Ca21chr5_C_albicans_SC5314,126551,255,
Ca21chr5_C_albicans_SC5314,126806,738,
Ca21chr5_C_albicans_SC5314,127544,51,
Ca21chr5_C_albicans_SC5314,127595,6373,
Ca21chr5_C_albicans_SC5314,133968,40,
Ca21chr5_C_albicans_SC5314,134008,1842,
Ca21chr5_C_albicans_SC5314,135850,835,
Ca21chr5_C_albicans_SC5314,136685,636,
Ca21chr5_C_albicans_SC5314,137321,190,
Ca21chr5_C_albicans_SC5314,137511,199,
Ca21chr5_C_albicans_SC5314,137710,1,
Ca21chr5_C_albicans_SC5314,137711,388,
Ca21chr5_C_albicans_SC5314,138099,249,
Ca21chr5_C_albicans_SC5314,138348,644,
Ca21chr5_C_albicans_SC5314,138992,1725,
Ca21chr5_C_albicans_SC5314,140717,105,
Ca21chr5_C_albicans_SC5314,140822,397,
Ca21chr5_C_albicans_SC5314,141219,33,
Ca21chr5_C_albicans_SC5314,141252,12,
Ca21chr5_C_albicans_SC5314,141264,84,
Ca21chr5_C_albicans_SC5314,141348,246,
Ca21chr5_C_albicans_SC5314,141594,140,
Ca21chr5_C_albicans_SC5314,141734,14,
Ca21chr5_C_albicans_SC5314,141748,33,
Ca21chr5_C_albicans_SC5314,141781,110,
Ca21chr5_C_albicans_SC5314,141891,25,
Ca21chr5_C_albicans_SC5314,141916,74,
Ca21chr5_C_albicans_SC5314,141990,136,
Ca21chr5_C_albicans_SC5314,142126,289,
Ca21chr5_C_albicans_SC5314,142415,235,
Ca21chr5_C_albicans_SC5314,142650,304,
Ca21chr5_C_albicans_SC5314,142954,35,
Ca21chr5_C_albicans_SC5314,142989,809,
Ca21chr5_C_albicans_SC5314,143798,308,
Ca21chr5_C_albicans_SC5314,144106,1508,
Ca21chr5_C_albicans_SC5314,145614,403,
Ca21chr5_C_albicans_SC5314,146017,363,
Ca21chr5_C_albicans_SC5314,146380,190,
Ca21chr5_C_albicans_SC5314,146570,6,
Ca21chr5_C_albicans_SC5314,146576,324,
Ca21chr5_C_albicans_SC5314,146900,1604,
Ca21chr5_C_albicans_SC5314,148504,405,
Ca21chr5_C_albicans_SC5314,148909,315,
Ca21chr5_C_albicans_SC5314,149224,24,
Ca21chr5_C_albicans_SC5314,149248,728,
Ca21chr5_C_albicans_SC5314,149976,88,
Ca21chr5_C_albicans_SC5314,150064,536,
Ca21chr5_C_albicans_SC5314,150600,46,
Ca21chr5_C_albicans_SC5314,150646,1379,
Ca21chr5_C_albicans_SC5314,152025,448,
Ca21chr5_C_albicans_SC5314,152473,177,
Ca21chr5_C_albicans_SC5314,152650,6,
Ca21chr5_C_albicans_SC5314,152656,2034,
Ca21chr5_C_albicans_SC5314,154690,70,
Ca21chr5_C_albicans_SC5314,154760,1041,
Ca21chr5_C_albicans_SC5314,155801,283,
Ca21chr5_C_albicans_SC5314,156084,842,
Ca21chr5_C_albicans_SC5314,156926,531,
Ca21chr5_C_albicans_SC5314,157457,1274,
Ca21chr5_C_albicans_SC5314,158731,195,
Ca21chr5_C_albicans_SC5314,158926,30,
Ca21chr5_C_albicans_SC5314,158956,153,
Ca21chr5_C_albicans_SC5314,159109,2812,
Ca21chr5_C_albicans_SC5314,161921,226,
Ca21chr5_C_albicans_SC5314,162147,69,
Ca21chr5_C_albicans_SC5314,162216,371,
