chr,chr.pos,univ.pos,a,b,h,s,missing,recoms,recom.by.col,recom.by.mkr
Ca21chr3_C_albicans_SC5314,560000,6000000,6,0,8,0,0,7,2.3333,0.5
Ca21chr3_C_albicans_SC5314,570000,6010000,10,0,3,0,0,7,2.3333,0.5385
Ca21chr3_C_albicans_SC5314,580000,6020000,14,0,51,0,0,2,-0.25,0.0308
Ca21chr3_C_albicans_SC5314,590000,6030000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,600000,6040000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,610000,6050000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,620000,6060000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,630000,6070000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,640000,6080000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,650000,6090000,9,0,36,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,660000,6100000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,670000,6110000,1,0,4,0,0,1,0.25,0.2
Ca21chr3_C_albicans_SC5314,680000,6120000,3,0,7,0,0,1,0.3333,0.1
Ca21chr3_C_albicans_SC5314,690000,6130000,2,0,8,0,0,2,0.6667,0.2
Ca21chr3_C_albicans_SC5314,700000,6140000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,710000,6150000,10,0,24,0,0,2,-2.0,0.0588
Ca21chr3_C_albicans_SC5314,720000,6160000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,730000,6170000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,740000,6180000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,750000,6190000,1,4,5,0,0,10,3.3333,1.0
Ca21chr3_C_albicans_SC5314,760000,6200000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,770000,6210000,4,0,0,0,0,3,0.6,0.75
Ca21chr3_C_albicans_SC5314,780000,6220000,6,0,19,0,0,2,0,0.08
Ca21chr3_C_albicans_SC5314,790000,6230000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,800000,6240000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,810000,6250000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,820000,6260000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,830000,6270000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,840000,6280000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,850000,6290000,6,0,24,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,860000,6300000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,870000,6310000,11,0,24,0,0,8,-4.0,0.2286
Ca21chr3_C_albicans_SC5314,880000,6320000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,890000,6330000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,900000,6340000,12,0,48,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,910000,6350000,9,0,36,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,920000,6360000,7,0,28,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,930000,6370000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,940000,6380000,15,0,60,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,950000,6390000,7,0,28,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,960000,6400000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,970000,6410000,11,0,44,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,980000,6420000,10,0,24,0,0,6,-6.0,0.1765
Ca21chr3_C_albicans_SC5314,990000,6430000,6,0,24,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1000000,6440000,7,0,28,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1010000,6450000,5,0,20,0,0,0,0,0.0
Ca21chr3_C_albicans_SC5314,1020000,6460000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1030000,6470000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1040000,6480000,6,0,9,0,0,3,1.5,0.2
Ca21chr3_C_albicans_SC5314,1050000,6490000,9,0,21,0,0,3,-3.0,0.1
Ca21chr3_C_albicans_SC5314,1060000,6500000,9,0,36,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1070000,6510000,8,0,37,0,0,2,-0.5,0.0444
Ca21chr3_C_albicans_SC5314,1080000,6520000,9,0,36,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1090000,6530000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1100000,6540000,7,0,28,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1110000,6550000,12,0,38,0,0,4,-0.8,0.08
Ca21chr3_C_albicans_SC5314,1120000,6560000,6,0,24,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1130000,6570000,8,0,32,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1140000,6580000,26,0,43,0,0,8,-1.0,0.1159
Ca21chr3_C_albicans_SC5314,1150000,6590000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1160000,6600000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1170000,6610000,6,0,24,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1180000,6620000,8,0,32,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1190000,6630000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1200000,6640000,10,1,18,0,0,7,0,0.2414
Ca21chr3_C_albicans_SC5314,1210000,6650000,8,0,32,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1220000,6660000,10,0,24,0,0,3,-3.0,0.0882
Ca21chr3_C_albicans_SC5314,1230000,6670000,1,0,4,0,0,3,0.75,0.6
Ca21chr3_C_albicans_SC5314,1240000,6680000,5,0,20,0,0,0,0,0.0
Ca21chr3_C_albicans_SC5314,1250000,6690000,9,0,36,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1260000,6700000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1270000,6710000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1280000,6720000,17,0,20,0,0,3,-1.5,0.0811
Ca21chr3_C_albicans_SC5314,1290000,6730000,13,0,47,0,0,5,-0.7143,0.0833
Ca21chr3_C_albicans_SC5314,1300000,6740000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1310000,6750000,7,0,28,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1320000,6760000,9,0,31,0,0,2,-0.6667,0.05
Ca21chr3_C_albicans_SC5314,1330000,6770000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1340000,6780000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1350000,6790000,8,0,17,0,0,3,0,0.12
Ca21chr3_C_albicans_SC5314,1360000,6800000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1370000,6810000,1,0,4,0,0,1,0.25,0.2
Ca21chr3_C_albicans_SC5314,1380000,6820000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1390000,6830000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1400000,6840000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1410000,6850000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1420000,6860000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1430000,6870000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1440000,6880000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1450000,6890000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1460000,6900000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1470000,6910000,5,0,20,0,0,0,0,0.0
Ca21chr3_C_albicans_SC5314,1480000,6920000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1490000,6930000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1500000,6940000,12,0,33,0,0,4,-1.0,0.0889
Ca21chr3_C_albicans_SC5314,1510000,6950000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1520000,6960000,15,0,60,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1530000,6970000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1540000,6980000,4,0,11,0,0,2,1.0,0.1333
Ca21chr3_C_albicans_SC5314,1550000,6990000,6,0,24,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1560000,7000000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1570000,7010000,5,0,20,0,0,0,0,0.0
Ca21chr3_C_albicans_SC5314,1580000,7020000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1590000,7030000,5,0,20,0,0,0,0,0.0
Ca21chr3_C_albicans_SC5314,1600000,7040000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1610000,7050000,3,0,4,0,0,2,0.5,0.2857
Ca21chr3_C_albicans_SC5314,1620000,7060000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1630000,7070000,11,0,34,0,0,4,-1.0,0.0889
Ca21chr3_C_albicans_SC5314,1640000,7080000,8,0,32,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1650000,7090000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1660000,7100000,6,0,24,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1670000,7110000,1,0,4,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1680000,7120000,5,0,15,0,0,2,2.0,0.1
Ca21chr3_C_albicans_SC5314,1690000,7130000,10,0,40,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1700000,7140000,2,0,8,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1710000,7150000,5,0,5,0,0,6,2.0,0.6
Ca21chr3_C_albicans_SC5314,1720000,7160000,11,0,44,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1730000,7170000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1740000,7180000,4,0,16,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1750000,7190000,12,0,48,0,0,0,-0.0,0.0
Ca21chr3_C_albicans_SC5314,1760000,7200000,5,0,20,0,0,0,0,0.0
Ca21chr3_C_albicans_SC5314,1770000,7210000,3,0,12,0,0,0,0.0,0.0
Ca21chr3_C_albicans_SC5314,1780000,7220000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1790000,7230000,0,0,0,0,0,0,0.0,0
Ca21chr3_C_albicans_SC5314,1800000,7240000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,0,7250000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,10000,7260000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,20000,7270000,15,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,30000,7280000,36,12,12,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,40000,7290000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,50000,7300000,18,6,6,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,60000,7310000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,70000,7320000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,80000,7330000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,90000,7340000,3,1,1,0,0,3,0.75,0.6
Ca21chr4_C_albicans_SC5314,100000,7350000,4,3,3,0,0,3,1.0,0.3
Ca21chr4_C_albicans_SC5314,110000,7360000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,120000,7370000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,130000,7380000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,140000,7390000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,150000,7400000,18,6,6,0,0,2,-2.0,0.0667
Ca21chr4_C_albicans_SC5314,160000,7410000,4,0,1,0,0,1,0.25,0.2
Ca21chr4_C_albicans_SC5314,170000,7420000,16,5,4,0,0,1,0,0.04
Ca21chr4_C_albicans_SC5314,180000,7430000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,190000,7440000,12,4,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,200000,7450000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,210000,7460000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,220000,7470000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,230000,7480000,18,6,6,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,240000,7490000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,250000,7500000,12,4,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,260000,7510000,21,7,7,0,0,2,-1.0,0.0571
Ca21chr4_C_albicans_SC5314,270000,7520000,4,0,1,0,0,2,0.5,0.4
Ca21chr4_C_albicans_SC5314,280000,7530000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,290000,7540000,3,0,0,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,300000,7550000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,310000,7560000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,320000,7570000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,330000,7580000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,340000,7590000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,350000,7600000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,360000,7610000,33,11,9,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,370000,7620000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,380000,7630000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,390000,7640000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,400000,7650000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,410000,7660000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,420000,7670000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,430000,7680000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,440000,7690000,60,19,21,0,0,3,-0.2,0.03
Ca21chr4_C_albicans_SC5314,450000,7700000,67,20,21,0,0,4,-0.25,0.037
Ca21chr4_C_albicans_SC5314,460000,7710000,43,13,13,0,0,3,-0.375,0.0435
Ca21chr4_C_albicans_SC5314,470000,7720000,12,3,5,0,0,1,1.0,0.05
Ca21chr4_C_albicans_SC5314,480000,7730000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,490000,7740000,18,6,6,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,500000,7750000,34,11,10,0,0,2,-0.3333,0.0364
Ca21chr4_C_albicans_SC5314,510000,7760000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,520000,7770000,30,5,7,0,0,4,-1.3333,0.0952
Ca21chr4_C_albicans_SC5314,530000,7780000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,540000,7790000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,550000,7800000,12,3,5,0,0,2,2.0,0.1
Ca21chr4_C_albicans_SC5314,560000,7810000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,570000,7820000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,580000,7830000,27,8,9,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,590000,7840000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,600000,7850000,29,7,9,0,0,4,-1.0,0.0889
Ca21chr4_C_albicans_SC5314,610000,7860000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,620000,7870000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,630000,7880000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,640000,7890000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,650000,7900000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,660000,7910000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,670000,7920000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,680000,7930000,37,11,12,0,0,4,-0.5714,0.0667
Ca21chr4_C_albicans_SC5314,690000,7940000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,700000,7950000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,710000,7960000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,720000,7970000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,730000,7980000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,740000,7990000,18,6,6,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,750000,8000000,51,17,17,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,760000,8010000,24,8,8,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,770000,8020000,12,5,3,0,0,3,3.0,0.15
Ca21chr4_C_albicans_SC5314,780000,8030000,12,3,5,0,0,1,1.0,0.05
Ca21chr4_C_albicans_SC5314,790000,8040000,36,12,11,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,800000,8050000,42,13,15,0,0,2,-0.2222,0.0286
Ca21chr4_C_albicans_SC5314,810000,8060000,30,9,11,0,0,2,-0.4,0.04
Ca21chr4_C_albicans_SC5314,820000,8070000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,830000,8080000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,840000,8090000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,850000,8100000,27,9,9,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,860000,8110000,32,9,9,0,0,4,-0.8,0.08
Ca21chr4_C_albicans_SC5314,870000,8120000,15,4,5,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,880000,8130000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,890000,8140000,14,2,2,0,0,2,1.0,0.1111
Ca21chr4_C_albicans_SC5314,900000,8150000,18,6,6,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,910000,8160000,36,12,12,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,920000,8170000,30,10,10,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,930000,8180000,52,15,15,0,0,2,-0.1818,0.0244
Ca21chr4_C_albicans_SC5314,940000,8190000,36,12,12,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,950000,8200000,30,10,10,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,960000,8210000,27,9,9,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,970000,8220000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,980000,8230000,36,12,12,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,990000,8240000,27,9,9,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1000000,8250000,28,6,11,0,0,5,-1.25,0.1111
Ca21chr4_C_albicans_SC5314,1010000,8260000,3,1,1,0,0,1,0.25,0.2
Ca21chr4_C_albicans_SC5314,1020000,8270000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1030000,8280000,19,8,8,0,0,6,-3.0,0.1714
Ca21chr4_C_albicans_SC5314,1040000,8290000,21,6,8,0,0,2,-1.0,0.0571
Ca21chr4_C_albicans_SC5314,1050000,8300000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1060000,8310000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1070000,8320000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1080000,8330000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1090000,8340000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1100000,8350000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1110000,8360000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1120000,8370000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,1130000,8380000,31,9,10,0,0,4,-0.8,0.08
Ca21chr4_C_albicans_SC5314,1140000,8390000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1150000,8400000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1160000,8410000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,1170000,8420000,26,9,10,0,0,1,-0.25,0.0222
Ca21chr4_C_albicans_SC5314,1180000,8430000,9,3,3,0,0,1,0.5,0.0667
Ca21chr4_C_albicans_SC5314,1190000,8440000,6,0,0,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1200000,8450000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,1210000,8460000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,1220000,8470000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1230000,8480000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1240000,8490000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1250000,8500000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1260000,8510000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1270000,8520000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1280000,8530000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1290000,8540000,3,1,1,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1300000,8550000,19,8,8,0,0,3,-1.5,0.0857
Ca21chr4_C_albicans_SC5314,1310000,8560000,9,3,3,0,0,3,1.5,0.2
Ca21chr4_C_albicans_SC5314,1320000,8570000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,1330000,8580000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1340000,8590000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1350000,8600000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1360000,8610000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1370000,8620000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1380000,8630000,0,0,0,0,0,0,0.0,0
Ca21chr4_C_albicans_SC5314,1390000,8640000,27,9,9,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1400000,8650000,21,6,8,0,0,2,-1.0,0.0571
Ca21chr4_C_albicans_SC5314,1410000,8660000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1420000,8670000,35,9,11,0,0,5,-0.8333,0.0909
Ca21chr4_C_albicans_SC5314,1430000,8680000,7,2,1,0,0,1,0.3333,0.1
Ca21chr4_C_albicans_SC5314,1440000,8690000,3,1,1,0,0,1,0.25,0.2
Ca21chr4_C_albicans_SC5314,1450000,8700000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1460000,8710000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1470000,8720000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1480000,8730000,15,5,5,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1490000,8740000,15,4,6,0,0,2,0,0.08
Ca21chr4_C_albicans_SC5314,1500000,8750000,21,7,7,0,0,0,-0.0,0.0
Ca21chr4_C_albicans_SC5314,1510000,8760000,21,5,9,0,0,2,-1.0,0.0571
Ca21chr4_C_albicans_SC5314,1520000,8770000,18,5,6,0,0,0,0,0.0
Ca21chr4_C_albicans_SC5314,1530000,8780000,13,3,4,0,0,4,4.0,0.2
Ca21chr4_C_albicans_SC5314,1540000,8790000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1550000,8800000,10,2,3,0,0,4,2.0,0.2667
Ca21chr4_C_albicans_SC5314,1560000,8810000,9,3,3,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1570000,8820000,6,2,2,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1580000,8830000,18,5,7,0,0,2,-2.0,0.0667
Ca21chr4_C_albicans_SC5314,1590000,8840000,12,4,4,0,0,0,0.0,0.0
Ca21chr4_C_albicans_SC5314,1600000,8850000,0,0,0,0,0,0,0.0,0
Ca21chr5_C_albicans_SC5314,0,8860000,7,21,7,0,0,0,-0.0,0.0
Ca21chr5_C_albicans_SC5314,10000,8870000,4,12,4,0,0,0,0.0,0.0
Ca21chr5_C_albicans_SC5314,20000,8880000,8,24,8,0,0,0,-0.0,0.0
Ca21chr5_C_albicans_SC5314,30000,8890000,11,33,11,0,0,0,-0.0,0.0
Ca21chr5_C_albicans_SC5314,40000,8900000,5,15,5,0,0,0,0,0.0
Ca21chr5_C_albicans_SC5314,50000,8910000,5,15,5,0,0,0,0,0.0
Ca21chr5_C_albicans_SC5314,60000,8920000,4,12,4,0,0,0,0.0,0.0
Ca21chr5_C_albicans_SC5314,70000,8930000,5,15,5,0,0,0,0,0.0
Ca21chr5_C_albicans_SC5314,80000,8940000,11,33,11,0,0,0,-0.0,0.0
Ca21chr5_C_albicans_SC5314,90000,8950000,7,15,5,0,0,2,0,0.0741
Ca21chr5_C_albicans_SC5314,100000,8960000,9,21,15,0,0,6,-1.5,0.1333
Ca21chr5_C_albicans_SC5314,110000,8970000,5,15,5,0,0,0,0,0.0
Ca21chr5_C_albicans_SC5314,120000,8980000,2,6,2,0,0,0,0.0,0.0
Ca21chr5_C_albicans_SC5314,130000,8990000,4,12,4,0,0,0,0.0,0.0
