Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination Event Length (bp)
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,88028,88028
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,1918497,109883
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,2028380,14224
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,2042604,37737
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,2080341,22598
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,2102939,56684
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,2159623,125377
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1536772,54643
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1482129,25633
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1456496,8373
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1448123,19410
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1428713,28947
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1399766,4620
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1395146,134487
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1260659,429
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1260230,28346
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1231884,19934
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1211950,166375
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1045575,804
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1044771,128536
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,916235,73262
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,842973,50113
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,792860,7036
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,785824,17114
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,768710,229188
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,539522,23186
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,516336,44836
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,471500,49565
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,421935,261
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,421674,11035
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,410639,3
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,410636,3075
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,407561,47140
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,360421,15067
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,345354,345354
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1615837,30408
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1646245,12195
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1658440,110051
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1768491,73319
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1841810,131187
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,1972997,90325
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2063322,4556
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2067878,54549
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2122427,4347
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2126774,5482
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2132256,8376
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2140632,7451
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2148083,52164
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2200247,10208
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2210455,43819
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2254274,10593
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2264867,54263
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2319130,2258
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2321388,66291
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2387679,62770
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2450449,70442
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2520891,8259
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2529150,48907
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2578057,66584
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2644641,36985
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2681626,30609
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2712235,60237
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2772472,3843
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2776315,5438
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2781753,48219
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2829972,80122
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2910094,43850
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2953944,43186
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,2997130,31779
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,3028909,24135
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,3053044,43567
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,3096611,3857
Mixed_Plate_C1_132,Ca21chr1_C_albicans_SC5314,3100468,84532
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1871610,75691
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1795919,115804
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1680115,119364
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1560751,81542
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1479209,64931
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1414278,24697
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1389581,42579
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1347002,74830
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1272172,214477
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,1057695,112414
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,945281,22950
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,922331,25079
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,897252,277254
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,619998,165495
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,454503,84934
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,369569,108214
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,261355,133227
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,128128,128128
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2022082,6311
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2028393,67397
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2095790,15026
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2110816,59532
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2170348,22486
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2192834,2275
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2195109,16396
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2211505,12061
Mixed_Plate_C1_132,Ca21chr2_C_albicans_SC5314,2223566,6434
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,626749,45648
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,581101,45897
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,535204,98103
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,437101,5772
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,431329,39157
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,392172,6104
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,386068,96364
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,289704,51780
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,237924,175095
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,62829,13605
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,49224,49224
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,903993,80088
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,984081,1253
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,985334,40843
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1026177,58461
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1084638,17587
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1102225,336
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1102561,86876
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1189437,72623
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1262060,16906
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1278966,19401
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1298367,15420
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1313787,114594
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1428381,32442
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1460823,10144
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1470967,139039
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1610006,26089
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1636095,43284
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1679379,46662
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1726041,58317
Mixed_Plate_C1_132,Ca21chr3_C_albicans_SC5314,1784358,10642
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,952885,91638
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,861247,3612
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,857635,73371
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,784264,42817
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,741447,58697
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,682750,11022
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,671728,44738
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,626990,76289
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,550701,21723
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,528978,4437
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,524541,40162
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,484379,67734
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,416645,32785
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,383860,32581
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,351279,17095
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,334184,110261
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,223923,393
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,223530,3128
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,220402,220402
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1005224,84673
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1089897,72096
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1161993,2055
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1164048,112083
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1276131,13045
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1289176,117942
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1407118,49598
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1456716,125987
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1582703,1147
Mixed_Plate_C1_132,Ca21chr4_C_albicans_SC5314,1583850,16150
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,413387,2579
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,410808,16430
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,394378,8068
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,386310,16068
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,370242,42375
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,327867,54547
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,273320,166674
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,106646,5640
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,101006,27665
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,73341,688
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,72653,3113
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,69540,3
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,69537,23954
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,45583,38006
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,7577,1164
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,6413,6413
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,509209,20101
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,529310,42368
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,571678,170734
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,742412,7169
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,749581,36685
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,786266,1362
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,787628,14726
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,802354,50453
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,852807,89364
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,942171,1015
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,943186,110399
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,1053585,1789
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,1055374,40416
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,1095790,15582
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,1111372,1019
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,1112391,13001
Mixed_Plate_C1_132,Ca21chr5_C_albicans_SC5314,1125392,64608
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,891058,8018
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,883040,267233
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,615807,28800
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,587007,14619
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,572388,39395
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,532993,13592
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,519401,57245
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,462156,209908
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,252248,1813
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,250435,15548
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,234887,7210
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,227677,5365
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,222312,4527
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,204486,31848
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,172638,3125
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,169513,22606
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,146907,24743
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,122164,98293
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,23871,23871
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,997576,3
Mixed_Plate_C1_132,Ca21chr6_C_albicans_SC5314,997579,32421
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,369500,2657
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,366843,79461
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,287382,147672
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,139710,4913
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,134797,37104
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,97693,10926
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,86767,86767
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,509857,288359
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,798216,5652
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,803868,8797
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,812665,27508
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,840173,29844
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,870017,4860
Mixed_Plate_C1_132,Ca21chr7_C_albicans_SC5314,874877,70123
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1708283,257821
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1450462,52727
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1397735,97808
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1299927,46859
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1253068,32397
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1220671,63611
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1157060,210756
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,946304,42932
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,903372,725
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,902647,200041
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,702606,29659
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,672947,332821
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,340126,40005
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,300121,58857
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,241264,7494
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,233770,3353
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,230417,94844
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,135573,47545
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,88028,88028
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1833045,33423
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1866468,52029
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,1918497,107121
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2025618,16986
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2042604,2286
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2044890,34324
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2079214,1127
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2080341,22598
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2102939,56684
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2159623,119481
Mixed_Plate_C1_132,Ca21chrR_C_albicans_SC5314,2279104,5896
Mixed_Plate_E12_138,Ca21chr3_C_albicans_SC5314,903993,891007
Mixed_Plate_E12_138,Ca21chr4_C_albicans_SC5314,1005224,594776
Mixed_Plate_E12_138,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_E12_138,Ca21chr6_C_albicans_SC5314,204486,204486
Mixed_Plate_E1_136,Ca21chr3_C_albicans_SC5314,903993,891007
Mixed_Plate_E1_136,Ca21chr4_C_albicans_SC5314,1005224,594776
Mixed_Plate_E1_136,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_E1_136,Ca21chr6_C_albicans_SC5314,204486,204486
Mixed_Plate_F12_144,Ca21chr3_C_albicans_SC5314,903993,891007
Mixed_Plate_F12_144,Ca21chr4_C_albicans_SC5314,962309,962309
Mixed_Plate_F12_144,Ca21chr4_C_albicans_SC5314,1005224,594776
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1536772,54643
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1482129,25633
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1456496,7969
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1448527,404
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1448123,19410
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1428713,393
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1428320,28554
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1399766,4620
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1395146,134487
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1260659,429
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1260230,28346
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1231884,19934
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1211950,166375
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1045575,804
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1044771,38365
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1006406,19077
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,987329,71094
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,916235,73262
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,842973,50113
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,792860,7036
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,785824,17114
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,768710,229188
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,539522,23186
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,516336,44836
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,471500,60861
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,410639,3
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,410636,3075
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,407561,47140
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,360421,15067
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,345354,345354
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1615837,30408
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1646245,12195
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1658440,110051
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1768491,97080
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1865571,48127
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1913698,25632
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1939330,49476
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,1988806,74516
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2063322,46708
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2110030,12397
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2122427,6874
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2129301,2955
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2132256,8376
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2140632,7451
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2148083,52164
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2200247,10208
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2210455,43819
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2254274,10593
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2264867,54263
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2319130,2258
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2321388,66291
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2387679,62770
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2450449,70442
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2520891,12431
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2533322,44735
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2578057,66584
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2644641,36985
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2681626,30609
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2712235,60237
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2772472,57500
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2829972,80122
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2910094,43850
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2953944,43186
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,2997130,28221
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,3025351,3558
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,3028909,318
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,3029227,23817
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,3053044,20466
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,3073510,23101
Mixed_Plate_F1_140,Ca21chr1_C_albicans_SC5314,3096611,88389
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,626749,45648
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,581101,45897
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,535204,98103
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,437101,5772
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,431329,39157
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,392172,6104
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,386068,96364
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,289704,51780
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,237924,174885
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,63039,13815
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,49224,49224
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,903993,80088
Mixed_Plate_F1_140,Ca21chr3_C_albicans_SC5314,984081,1253
